113828|676|0|1|0
119142|258|1|0|1
114635|949|0|1|0
116777|275|0|0|0
112514|777|1|0|1
114686|909|0|0|1
118695|899|0|1|0
113427|180|0|0|1
112291|518|0|1|1
111386|800|0|1|1
113091|138|0|0|0
115835|521|0|0|0
113945|270|1|1|0
112194|696|1|1|0
119391|177|0|1|1
112773|485|1|0|1
113038|938|1|1|0
116869|844|1|0|0
112801|767|1|0|1
114628|100|1|0|1
118319|351|0|0|0
118993|557|0|0|0
113763|551|1|0|1
115369|961|1|0|1
118570|956|0|1|0
113991|278|0|1|1
112565|890|1|0|1
118417|291|0|1|1
114066|309|1|1|0
118147|951|1|0|0
118194|739|1|1|1
115656|900|0|0|0
119552|442|0|1|0
114229|761|1|1|1
118940|669|0|1|0
116642|933|0|0|1
119877|807|1|1|1
111495|568|0|1|0
118065|215|0|1|0
111793|833|0|1|0
117363|642|1|1|1
119154|978|1|1|1
113910|753|1|1|0
119185|925|0|1|1
118023|808|1|1|1
114398|650|0|1|1
118479|810|0|1|0
119022|686|1|1|1
118844|967|1|1|0
118528|162|0|0|0
116161|516|1|1|1
118929|417|0|0|1
116065|401|0|1|0
117418|698|1|1|0
119002|438|0|1|1
117457|729|1|0|1
112179|104|0|1|1
115749|527|1|1|1
116179|911|1|0|0
116688|488|0|0|1
116193|888|0|0|1
118348|896|0|1|0
119592|147|1|1|1
119526|281|1|1|1
116357|849|1|1|1
117859|357|1|0|1
119827|147|1|1|1
115166|791|0|1|0
119565|795|1|1|1
114223|994|0|1|0
118926|856|1|0|0
118457|610|1|0|0
114378|504|1|0|0
114887|779|0|0|1
118665|857|0|1|0
117522|340|1|0|0
119182|886|0|0|0
112351|739|1|0|0
117953|805|0|0|1
114654|255|1|1|1
115722|828|0|0|0
112704|380|0|1|0
118472|414|1|1|1
114516|191|0|1|0
115269|979|0|0|1
115862|224|0|0|0
116987|468|1|0|1
113516|627|1|1|0
113789|684|0|0|1
115186|217|1|1|1
118808|229|1|1|0
115108|875|1|1|0
111594|345|1|1|0
119619|287|1|0|0
117974|183|1|1|0
118280|523|1|1|1
113213|692|1|1|1
118439|766|0|0|1
119288|906|1|0|0
113462|833|1|1|0
111292|804|0|0|0
119502|171|0|1|1
112575|667|1|0|1
119626|687|0|1|0
117524|398|0|1|0
119222|867|0|1|1
117757|664|0|0|1
113549|840|1|0|1
115996|389|0|0|1
118499|272|1|1|1
114808|596|0|1|0
117076|449|0|0|1
119159|725|1|1|1
118988|601|0|0|0
112717|333|0|0|1
117424|151|1|0|0
114094|601|1|1|1
111268|130|0|0|1
114997|609|1|0|1
112497|723|0|0|1
117064|829|0|1|1
114903|411|1|0|1
113299|741|0|1|1
117360|613|1|0|1
113926|749|0|0|0
118723|812|1|0|0
114210|223|1|0|1
117924|703|1|0|0
115512|675|0|0|0
112028|693|1|0|0
116804|335|0|0|1
118411|490|1|0|0
115123|480|1|0|0
116651|112|1|0|1
113862|545|1|1|0
117886|470|0|0|1
117787|603|1|1|0
117293|224|0|1|0
115844|172|1|1|0
115689|414|1|0|1
112089|273|0|0|1
112861|726|0|0|1
111755|759|0|0|0
112456|190|1|1|0
116020|381|0|1|1
119579|691|1|0|1
119510|578|1|1|0
115739|190|0|0|0
115271|626|0|0|1
117502|124|1|0|0
113636|312|1|0|0
111902|879|0|0|1
117828|302|1|0|0
113353|589|0|1|0
114008|957|1|0|0
115948|118|0|1|1
113674|827|1|0|0
113339|878|1|0|1
111540|296|1|0|1
118971|137|1|0|1
113224|451|1|0|0
119045|642|0|0|0
115838|191|1|0|1
119218|259|1|0|1
112088|771|1|1|0
118474|265|1|0|1
116873|241|1|1|1
119398|933|0|0|1
113156|895|0|1|1
114990|332|1|0|1
117088|217|0|1|0
114572|801|0|1|1
118709|968|0|1|0
112326|624|1|0|1
113450|452|0|1|0
114497|992|0|1|1
119494|949|1|1|1
116757|910|0|1|1
114140|458|0|1|0
116125|874|1|1|1
115963|370|0|1|0
118049|682|0|0|1
119785|407|0|0|1
115540|324|0|1|0
111590|740|1|0|1
118832|604|1|1|1
111253|747|0|0|0
112717|986|1|1|1
112763|854|1|1|0
112339|142|0|0|1
119587|560|0|1|0
113798|512|0|1|1
115439|938|0|1|0
116607|388|1|0|0
116965|760|0|1|0
114439|497|0|0|0
113984|546|1|0|0
117722|380|1|0|1
112449|536|0|0|0
119487|925|1|1|1
118238|151|1|1|1
111672|942|1|1|0
112900|893|1|0|0
117745|336|0|0|1
113833|450|1|1|1
112858|370|0|1|1
114597|515|1|1|1
116741|545|0|0|0
115182|982|1|1|1
116168|125|1|1|1
119061|974|0|0|1
118329|960|1|0|0
115172|957|0|1|0
116206|983|0|0|0
115625|363|1|1|1
111662|941|0|0|1
112377|565|0|0|0
112533|214|1|1|0
118010|942|0|0|0
112372|830|0|1|1
116961|165|0|1|0
118171|150|0|1|1
115643|402|0|1|0
113987|606|0|1|0
111725|499|1|1|1
114413|124|0|0|1
112831|625|1|0|1
116998|930|0|0|0
119318|820|1|0|0
117287|565|0|1|0
116799|357|1|1|0
114449|977|1|0|0
116192|883|1|1|0
118925|806|0|1|1
112498|534|0|1|1
119335|780|1|1|0
119329|624|1|0|0
118314|333|0|1|1
119646|522|1|1|1
117775|464|0|1|1
114809|733|1|1|1
118332|367|1|0|0
118550|658|0|0|1
112257|273|1|1|1
112408|154|0|1|1
113636|461|1|1|1
118443|671|0|0|1
119826|222|0|1|0
113684|522|0|1|0
117985|771|1|1|1
115352|393|0|1|0
114184|813|1|1|1
115022|560|1|1|0
113966|324|0|1|1
118080|924|1|0|0
113815|311|0|1|1
117573|359|0|0|0
116124|154|0|1|0
116001|839|1|0|0
115607|339|0|1|1
114287|752|0|0|0
117648|232|0|1|1
111209|218|0|1|1
116474|872|1|0|0
114824|145|0|0|0
112650|564|0|0|1
112478|757|1|1|0
111510|847|0|1|0
114865|863|1|0|0
119263|964|1|0|1
115195|151|0|1|1
116160|851|0|0|1
112791|679|0|0|1
115337|993|0|0|0
116470|837|0|1|0
117960|838|1|1|1
114449|526|1|0|1
112623|871|1|1|1
119797|811|1|0|0
117569|579|1|1|1
119176|735|1|1|1
112617|944|1|1|1
113314|446|1|1|0
116208|586|0|1|1
116444|643|1|1|0
119102|554|0|1|0
119779|113|1|1|0
113137|791|0|1|0
116930|922|0|0|1
112859|301|1|0|1
119151|365|1|0|0
113126|858|1|0|1
115243|660|0|0|0
113383|739|0|0|1
119873|617|1|0|0
118299|533|1|0|0
115013|127|1|1|1
114336|326|0|1|0
114079|971|0|0|1
119770|289|1|1|1
114040|347|1|0|0
114586|321|1|1|1
114667|762|0|1|1
113511|490|0|1|1
111777|884|0|0|1
113021|100|0|0|1
115298|408|0|1|0
116782|937|1|0|1
119732|523|0|1|1
116384|194|1|1|0
114220|883|0|0|1
113120|476|0|0|0
119706|160|1|1|0
117422|160|0|1|0
115592|314|0|1|1
115420|969|0|1|0
114544|266|0|1|0
116960|254|0|1|1
113521|397|1|1|0
115839|865|0|0|0
119268|115|0|0|1
111397|151|1|0|1
116631|819|0|1|1
111614|568|1|0|0
119588|983|1|1|1
112869|405|1|0|1
116781|573|0|1|0
114045|447|0|1|1
118684|452|1|0|0
119191|479|0|1|1
119214|940|0|0|0
119885|785|1|0|1
113722|485|0|0|1
118432|490|1|0|1
116510|807|0|0|1
111944|553|1|0|0
112296|741|0|1|0
111186|160|0|0|1
119850|696|0|1|1
113794|579|1|1|1
111823|170|0|1|1
112491|138|1|0|1
112590|280|1|1|1
119607|249|1|0|0
114685|225|0|1|1
116860|813|1|1|1
115027|474|0|0|0
114536|172|1|0|0
114192|737|0|1|0
111805|377|0|0|1
117514|807|1|1|0
118403|156|1|1|0
116434|125|1|1|0
111165|919|0|1|1
118045|707|0|1|1
115324|765|0|0|1
117326|372|1|1|1
117164|664|1|0|0
113108|668|0|0|1
112466|107|0|0|0
114871|623|0|1|0
112700|311|1|0|0
119465|966|1|1|0
116203|273|1|0|0
115887|433|0|1|1
118126|457|0|1|1
113124|838|1|1|0
114904|649|1|0|1
116642|669|1|0|0
116586|610|0|1|0
112588|420|0|0|0
116912|374|1|0|0
111405|461|1|1|1
119617|675|1|1|1
113704|580|1|1|0
113170|579|0|0|1
112493|164|1|1|0
113767|668|1|1|0
117706|920|1|0|1
112040|807|1|1|1
112195|449|1|0|0
114578|717|0|0|1
111737|487|0|0|1
119941|473|0|1|1
111578|247|1|1|0
116683|786|0|0|0
114659|394|1|0|1
